capitalExpenditures,cashChange,cashFlow,cashFlowFinancing,changesInInventories,changesInReceivables,currency,depreciation,dividendsPaid,exchangeRateEffect,filingType,fiscalDate,fiscalQuarter,fiscalYear,investingActivityOther,investments,netBorrowings,netIncome,otherFinancingCashFlows,reportDate,symbol,totalInvestingCashFlows
-13184000000,15538000000,37091000000,-8298000000,481000000,4473000000,USD,6915000000,,,10-K,2017-12-31,0,2017,,,-100885000000,12662000000,,2018-02-06,GOOGL,-31401000000
-10212000000,13267000000,36036000000,-8332000000,268000000,323000000,USD,6144000000,,,10-K,2016-12-31,0,2016,,,-86973000000,19478000000,,2017-02-03,GOOGL,-31165000000
-9915000000,8671000000,26024000000,-3677000000,0,2353000000,USD,5063000000,,,10-K,2015-12-31,0,2015,,,-70985000000,15826000000,,2016-02-11,GOOGL,-23711000000
-10959000000,5678000000,22376000000,-1439000000,-426000000,2166000000,USD,4979000000,,,10-K,2014-12-31,0,2014,,,-62570000000,14444000000,,2015-02-09,GOOGL,-21055000000
-7358000000,10629000000,18659000000,-857000000,-79000000,805000000,USD,3939000000,,,10-K,2013-12-31,0,2013,,,-56299000000,12920000000,,2014-02-12,GOOGL,-13679000000
-3273000000,3462000000,16619000000,1229000000,505000000,2413000000,USD,2962000000,,,10-K,2012-12-31,0,2012,,,-44683000000,10737000000,,2013-01-29,GOOGL,-13056000000
-3438000000,9651000000,14565000000,807000000,0,1170000000,USD,1851000000,,,10-K,2011-12-31,0,2011,,,-42167000000,9737000000,,2012-01-26,GOOGL,-19041000000
-4018000000,10490225000,11081000000,3050000000,0,1800285000,USD,1396000000,,,10-K,2010-12-31,0,2010,,,-32836000000,8505000000,,2011-02-11,GOOGL,-10680000000
-809888000,8639004000,9316198000,233412000,0,559523000,USD,1524308000,,,10-K,2009-12-31,0,2009,,,-25320837000,6520448000,,2010-02-12,GOOGL,-8019205000
-2358461000,1627158000,7852857000,87567000,0,334418000,USD,1499887000,,,10-K,2008-12-31,0,2008,,,-17249885000,4226858000,,2009-02-13,GOOGL,-5319422000
0,2974699000,5775410000,403067000,0,985434000,USD,967658000,,,10-K,2007-12-31,0,2007,,,-14912826000,4203720000,,2008-02-15,GOOGL,-3681589000
0,3209667000,3580508000,2966398000,0,634364000,USD,571939000,,,10-K,2006-12-31,0,2006,,,-11687794000,3077446000,,2007-03-01,GOOGL,-6899150000
0,5901950000,2459422000,4370830000,0,305631000,USD,293812000,,,10-K,2005-12-31,0,2005,,,-8263754000,1465397000,,2006-03-16,GOOGL,-3358193000
0,2132297000,977044000,1194618000,0,382345000,USD,148473000,,,10-K,2004-12-31,0,2004,,,-2289755000,399119000,,2005-03-30,GOOGL,-1901356000
-276000000,14295000000,160000000,2065000000,4727000000,4599000000,USD,286000000,,,10-Q,2023-03-31,1,2023,,,24846000000,3107000000,,2023-04-26,KO,117000000
-236000000,106000000,7140000000,16062000000,0,0,USD,561000000,,,10-K,2022-12-31,0,2022,,,-96846000000,4304000000,,2023-02-23,DFS,-25637000000
-194000000,-7014000000,6019000000,-8316000000,0,0,USD,531000000,,,10-K,2021-12-31,0,2021,,,-73539000000,5351000000,,2022-02-24,DFS,40000000
-261000000,8840000000,6196000000,1085000000,0,0,USD,485000000,,,10-K,2020-12-31,0,2020,,,-70896000000,1104000000,,2021-02-17,DFS,-1514000000
-284000000,-6375000000,6196000000,897000000,0,0,USD,436000000,,,10-K,2019-12-31,0,2019,,,-77405000000,2908000000,,2020-02-26,DFS,-15274000000
-254000000,-7000000,5191000000,7146000000,0,0,USD,435000000,,,10-K,2018-12-31,0,2018,,,-63613000000,2689000000,,2019-02-20,DFS,-10579000000
-218000000,1392000000,5208000000,4961000000,0,0,USD,393000000,,,10-K,2017-12-31,0,2017,,,-56869000000,2031000000,,2018-02-21,DFS,-8777000000
-179000000,2342000000,4425000000,2811000000,0,0,USD,351000000,,,10-K,2016-12-31,0,2016,,,-51401000000,2339000000,,2017-02-23,DFS,-4894000000
-168000000,2288000000,3854000000,1302000000,0,0,USD,391000000,,,10-K,2015-12-31,0,2015,,,-48876000000,2246000000,,2016-02-24,DFS,-2868000000
-145000000,730000000,3826000000,1101000000,0,0,USD,369000000,,,10-K,2014-12-31,0,2014,,,-49515000000,2270000000,,2015-02-25,DFS,-4197000000
-231000000,2628000000,3517000000,3616000000,0,0,USD,334000000,,,10-K,2013-12-31,0,2013,,,-48500000000,2414000000,,2014-02-25,DFS,-3163000000
-144000000,1076157000,3041000000,3728000000,0,0,USD,267000000,,,10-K,2012-11-30,0,2012,,,-45500000000,2318000000,,2013-01-25,DFS,-5693000000
-111560000,-2248890000,3609615000,2263045000,0,0,USD,20073000,,,10-K,2011-11-30,0,2011,,,-43000614000,2201759000,,2012-01-26,DFS,-8121550000
-54676000,-7921986000,3872586000,-7071620000,0,-1692051000,USD,172005000,,,10-K,2010-11-30,0,2010,,,-33276962000,667938000,,2011-01-26,DFS,-4722952000
-53793000,12227134000,3597892000,5412464000,0,-700570000,USD,203492000,,,10-K,2009-11-30,0,2009,,,-25824381000,1222930000,,2010-01-28,DFS,-6160780000
-93532000,423620000,4504159000,3035443000,0,-840265000,USD,231398000,,,10-K,2008-11-30,0,2008,,,-32212145000,927750000,,2009-01-28,DFS,-6130962000
0,35930000,2038025000,7458993000,0,3109031000,USD,257131000,,,10-K,2007-11-30,0,2007,,,-26670501000,588630000,,2008-02-27,DFS,-1595145000
-144151000,334035000,1720787000,621255000,0,123855000,USD,222798000,,,10-K,2006-11-30,0,2006,,,-15287744000,1076616000,,2008-02-27,DFS,-2023830000
-76000000,10130000000,1791000000,704000000,0,0,USD,129000000,,,10-Q,2023-03-31,1,2023,,,-99068000000,939000000,,2023-04-25,DFS,-1229000000
-58000000,8856000000,2175000000,7866000000,0,0,USD,137000000,,,10-K,2022-12-31,4,2022,,,-96846000000,1027000000,,2023-02-23,DFS,-13014000000
-79000000,10004000000,1619000000,6270000000,0,0,USD,145000000,,,10-Q,2022-09-30,3,2022,,,-84567000000,967000000,,2022-10-27,DFS,-7490000000
-48000000,11439000000,1612000000,6010000000,0,0,USD,140000000,,,10-Q,2022-06-30,2,2022,,,-78095000000,1105000000,,2022-07-27,DFS,-5794000000
-51000000,9625000000,1734000000,-4084000000,0,0,USD,139000000,,,10-Q,2022-03-31,1,2022,,,-75669000000,1205000000,,2022-04-28,DFS,661000000
-48000000,8750000000,1342000000,633000000,0,0,USD,144000000,,,10-K,2021-12-31,4,2021,,,-73539000000,1062000000,,2022-02-24,DFS,-3391000000
-49000000,12716000000,1621000000,-14167000000,0,0,USD,139000000,,,10-Q,2021-09-30,3,2021,,,-72179000000,1055000000,,2021-10-28,DFS,-1510000000
-56000000,15445000000,1548000000,4607000000,0,0,USD,129000000,,,10-Q,2021-06-30,2,2021,,,-70139000000,1688000000,,2021-07-29,DFS,-1247000000
-41000000,20348000000,1508000000,611000000,0,0,USD,119000000,,,10-Q,2021-03-31,1,2021,,,-67421000000,1546000000,,2021-05-04,DFS,6188000000
-55000000,15764000000,1633000000,341000000,0,0,USD,123000000,,,10-K,2020-12-31,4,2020,,,-70896000000,800000000,,2021-02-17,DFS,668000000
-53000000,17561000000,1296000000,-799000000,0,0,USD,116000000,,,10-Q,2020-09-30,3,2020,,,-68747000000,751000000,,2020-10-26,DFS,-5575000000
-94000000,17687000000,1587000000,1373000000,0,0,USD,123000000,,,10-Q,2020-06-30,2,2020,,,-68034000000,-369000000,,2020-07-27,DFS,996000000
-59000000,10028000000,1680000000,170000000,0,0,USD,123000000,,,10-Q,2020-03-31,1,2020,,,-70734000000,-78000000,,2020-04-30,DFS,2397000000
-284000000,6924000000,6196000000,897000000,0,0,USD,436000000,,,10-K,2019-12-31,4,2019,,,-77405000000,707000000,,2020-02-26,DFS,-15274000000
0,6075000000,0,0,0,0,USD,0,,,10-Q,2019-09-30,3,2019,,,-76389000000,749000000,,2019-10-30,DFS,0
0,10313000000,0,0,0,0,USD,0,,,10-Q,2019-06-30,2,2019,,,-70445000000,747000000,,2019-08-01,DFS,0
0,15169000000,0,0,0,0,USD,0,,,10-Q,2019-03-31,1,2019,,,-65576000000,705000000,,2019-05-02,DFS,0
-254000000,13299000000,5191000000,7146000000,0,0,USD,435000000,,,10-K,2018-12-31,4,2018,,,-63613000000,681000000,,2019-02-20,DFS,-10579000000
0,16019000000,0,0,0,0,USD,0,,,10-Q,2018-09-30,3,2018,,,-58770000000,699000000,,2018-10-31,DFS,0
0,15289000000,0,0,0,0,USD,0,,,10-Q,2018-06-30,2,2018,,,-57231000000,663000000,,2018-08-01,DFS,0
0,17011000000,0,0,0,0,USD,0,,,10-Q,2018-03-31,1,2018,,,-55307000000,646000000,,2018-05-01,DFS,0
-218000000,13306000000,5208000000,4961000000,0,0,USD,393000000,,,10-K,2017-12-31,4,2017,,,-56869000000,359000000,,2018-02-21,DFS,-8777000000
0,13249000000,0,0,0,0,USD,0,,,10-Q,2017-09-30,3,2017,,,-52802000000,589000000,,2017-11-02,DFS,0
0,12950000000,0,0,0,0,USD,0,,,10-Q,2017-06-30,2,2017,,,-50854000000,532000000,,2017-08-01,DFS,0
0,15163000000,0,0,0,0,USD,0,,,10-Q,2017-03-31,1,2017,,,-48484000000,551000000,,2017-05-02,DFS,0
-179000000,11914000000,4425000000,2811000000,0,0,USD,351000000,,,10-K,2016-12-31,4,2016,,,-51401000000,550000000,,2017-02-23,DFS,-4894000000
0,12076000000,0,0,0,0,USD,0,,,10-Q,2016-09-30,3,2016,,,-47402000000,625000000,,2016-10-27,DFS,0
0,10617000000,0,0,0,0,USD,0,,,10-Q,2016-06-30,2,2016,,,-48815000000,602000000,,2016-08-02,DFS,0
0,12135000000,0,0,0,0,USD,0,,,10-Q,2016-03-31,1,2016,,,-46603000000,562000000,,2016-04-28,DFS,0
-168000000,9572000000,3854000000,1302000000,0,0,USD,391000000,,,10-K,2015-12-31,4,2015,,,-48876000000,488000000,,2016-02-24,DFS,-2868000000
0,10250000000,0,0,0,0,USD,0,,,10-Q,2015-09-30,3,2015,,,-47837000000,599000000,,2015-10-29,DFS,0
0,10595000000,0,0,0,0,USD,0,,,10-Q,2015-06-30,2,2015,,,-45751000000,586000000,,2015-07-29,DFS,0
0,11814000000,0,0,0,0,USD,0,,,10-Q,2015-03-31,1,2015,,,-45560000000,573000000,,2015-04-30,DFS,0
-145000000,7284000000,3826000000,1101000000,0,0,USD,369000000,,,10-K,2014-12-31,4,2014,,,-49515000000,392000000,,2015-02-25,DFS,-4197000000
0,7382000000,0,0,0,0,USD,0,,,10-Q,2014-09-30,3,2014,,,-48660000000,630000000,,2014-10-28,DFS,0
0,6879000000,0,0,0,0,USD,0,,,10-Q,2014-06-30,2,2014,,,-48154000000,630000000,,2014-08-01,DFS,0
0,8731000000,0,0,0,0,USD,0,,,10-Q,2014-03-31,1,2014,,,-45919000000,618000000,,2014-04-29,DFS,0
-231000000,6554000000,3517000000,3616000000,0,0,USD,334000000,,,10-K,2013-12-31,4,2013,,,-48500000000,588000000,,2014-02-25,DFS,-3163000000
0,5623000000,0,0,0,0,USD,0,,,10-Q,2013-09-30,3,2013,,,-47365000000,579000000,,2013-11-01,DFS,0
0,5744000000,0,0,0,0,USD,0,,,10-Q,2013-06-30,2,2013,,,-46795000000,588000000,,2013-07-30,DFS,0
0,8067000000,0,0,0,0,USD,0,,,10-Q,2013-03-31,1,2013,,,-44500000000,659000000,,2013-04-30,DFS,0
-144000000,3926000000,3041000000,3728000000,0,0,USD,267000000,,,10-K,2012-11-30,4,2012,,,-45500000000,541261000,,2013-01-25,DFS,-5693000000
0,6237610000,0,0,0,0,USD,0,,,10-Q,2012-08-31,3,2012,,,-44441353000,620770000,,2012-10-04,DFS,0
0,5112069000,0,0,0,0,USD,0,,,10-Q,2012-05-31,2,2012,,,-42816711000,531545000,,2012-06-26,DFS,0
0,6315152000,0,0,0,0,USD,0,,,10-Q,2012-02-29,1,2012,,,-41836488000,624424000,,2012-04-04,DFS,0
-749000000,518000000,765000000,-279000000,-519000000,179000000,USD,352000000,,,10-K,2008-02-02,0,2008,,,1599000000,718000000,,2008-03-28,LB,30000000
-274000000,-674000000,1284000000,-1857000000,-5000000,13000000,USD,394000000,,,10-K,2011-01-29,0,2011,,,1214000000,805000000,,2011-03-18,LB,-106000000
-147000000,1193000000,337750000,-245500000,1057000000,175000000,USD,97250000,,,10-Q,2012-07-28,2,2013,,,3104000000,143000000,,2012-08-31,LB,-132750000
-181750000,699000000,467250000,-139500000,1139000000,239000000,USD,114250000,,,10-Q,2015-05-02,1,2016,,,3853000000,250000000,,2015-06-05,LB,-110750000
-147000000,1286000000,337750000,-245500000,1100000000,158000000,USD,97250000,,,10-Q,2012-04-28,1,2013,,,3029000000,125000000,,2012-06-01,LB,-132750000
-147000000,773000000,337750000,-245500000,1004000000,203000000,USD,97250000,,,10-K,2013-02-02,4,2013,,,3508000000,411000000,,2013-03-22,LB,-132750000
-588000000,-162000000,1351000000,-982000000,7000000,-15000000,USD,389000000,,,10-K,2013-02-02,0,2013,,,3508000000,753000000,,2013-03-22,LB,-531000000
-181750000,2548000000,467250000,-139500000,1122000000,261000000,USD,114250000,,,10-K,2016-01-30,4,2016,,,2948000000,637000000,,2016-03-18,LB,-110750000
-727000000,867000000,1869000000,-558000000,86000000,9000000,USD,457000000,,,10-K,2016-01-30,0,2016,,,2948000000,1253000000,,2016-03-18,LB,-443000000
-990000000,-614000000,1890000000,-1665000000,-26000000,33000000,USD,518000000,,,10-K,2017-01-28,0,2017,,,3661000000,1158000000,,2017-03-17,LB,-833000000
-247500000,1934000000,472500000,-416250000,1096000000,294000000,USD,129500000,,,10-K,2017-01-28,4,2017,,,3661000000,632000000,,2017-03-17,LB,-208250000
-66000000,1499000000,1326000000,-96000000,1287000000,306000000,USD,145000000,,,10-K,2020-02-01,4,2020,,,3896000000,-192000000,,2020-03-30,LB,-72000000
-458000000,86000000,1236000000,-666000000,39000000,-61000000,USD,588000000,,,10-K,2020-02-01,0,2020,,,3896000000,-366000000,,2020-03-30,LB,-480000000
-69000000,2611000000,628000000,1209000000,1476000000,268000000,USD,127000000,,,10-Q,2020-08-01,2,2021,,,3968000000,-49000000,,2020-09-03,LB,-56000000
-176750000,1360000000,351500000,-281750000,1118000000,245000000,USD,142750000,,,10-Q,2017-07-29,2,2018,,,4174000000,139000000,,2017-09-01,LB,-174500000
-176750000,735000000,351500000,-281750000,1715000000,285000000,USD,142750000,,,10-Q,2017-10-28,3,2018,,,4855000000,86000000,,2017-12-01,LB,-174500000
-106500000,1557000000,316500000,-309250000,1075000000,205000000,USD,97750000,,,10-Q,2011-04-30,1,2012,,,1626000000,165000000,,2011-06-03,LB,-56500000
-202000000,631000000,1174000000,-387000000,-145000000,-17000000,USD,393000000,,,10-K,2010-01-30,0,2010,,,761000000,448000000,,2010-03-26,LB,-162000000
-178750000,1681000000,446500000,-229750000,1036000000,252000000,USD,109500000,,,10-K,2015-01-31,4,2015,,,2854000000,565000000,,2015-03-20,LB,-174750000
-715000000,162000000,1786000000,-919000000,-129000000,8000000,USD,438000000,,,10-K,2015-01-31,0,2015,,,2854000000,1042000000,,2015-03-20,LB,-699000000
-181750000,830000000,467250000,-139500000,1106000000,257000000,USD,114250000,,,10-Q,2015-08-01,2,2016,,,3659000000,202000000,,2015-09-04,LB,-110750000
-157250000,1413000000,344250000,-218000000,1248000000,367000000,USD,147500000,,,10-K,2019-02-02,4,2019,,,4166000000,540000000,,2019-03-22,LB,-152250000
-629000000,-102000000,1377000000,-872000000,8000000,57000000,USD,590000000,,,10-K,2019-02-02,0,2019,,,4166000000,644000000,,2019-03-22,LB,-609000000
-106500000,1035000000,316500000,-309250000,1104000000,241000000,USD,97750000,,,10-Q,2011-07-30,2,2012,,,2247000000,231000000,,2011-08-31,LB,-56500000
-178750000,1147000000,446500000,-229750000,1075000000,233000000,USD,109500000,,,10-Q,2014-08-02,2,2015,,,3608000000,188000000,,2014-09-05,LB,-174750000
-178750000,745000000,446500000,-229750000,1485000000,274000000,USD,109500000,,,10-Q,2014-11-01,3,2015,,,3913000000,132000000,,2014-12-05,LB,-174750000
-181750000,1311000000,467250000,-139500000,1620000000,283000000,USD,114250000,,,10-Q,2015-10-31,3,2016,,,4140000000,164000000,,2015-12-04,LB,-110750000
-157250000,843000000,344250000,-218000000,1315000000,310000000,USD,147500000,,,10-Q,2018-08-04,2,2019,,,4687000000,99000000,,2018-09-07,LB,-152250000
-123000000,1146000000,-73000000,-86000000,1357000000,274000000,USD,145000000,,,10-Q,2019-05-04,1,2020,,,4505000000,40000000,,2019-06-04,LB,-106000000
-106500000,498000000,316500000,-309250000,1537000000,298000000,USD,97750000,,,10-Q,2011-10-29,3,2012,,,2785000000,94000000,,2011-12-02,LB,-56500000
0,867000000,1062000000,-230000000,-23000000,-41000000,USD,283000000,,,10-K,2004-01-31,0,2004,,,-2732000000,717000000,,2004-04-14,LB,35000000
0,746395000,589981000,-95015000,1101877000,83370000,USD,313292000,,,10K,1998-01-31,0,1998,,,-195904000,217390000,,1998-04-29,LB,-61367000
-178750000,912000000,446500000,-229750000,1219000000,216000000,USD,109500000,,,10-Q,2014-05-03,1,2015,,,3850000000,157000000,,2014-06-06,LB,-174750000
-176750000,1555000000,351500000,-281750000,1147000000,213000000,USD,142750000,,,10-Q,2017-04-29,1,2018,,,3954000000,94000000,,2017-06-02,LB,-174500000
-148000000,340000000,-252000000,-87000000,2032000000,295000000,USD,148000000,,,10-Q,2019-11-02,3,2020,,,4953000000,-252000000,,2019-12-06,LB,-171000000
-157250000,348000000,344250000,-218000000,1963000000,321000000,USD,147500000,,,10-Q,2018-11-03,3,2019,,,5221000000,-43000000,,2018-12-04,LB,-152250000
-172750000,551000000,312000000,38500000,1127000000,197000000,USD,101750000,,,10-Q,2013-08-03,2,2014,,,3731000000,178000000,,2013-09-06,LB,-163750000
-426000000,-195000000,1266000000,-1237000000,-35000000,-14000000,USD,391000000,,,10-K,2012-01-28,0,2012,,,2436000000,850000000,,2012-03-23,LB,-226000000
-106500000,935000000,316500000,-309250000,997000000,218000000,USD,97750000,,,10-K,2012-01-28,4,2012,,,2436000000,360000000,,2012-03-23,LB,-56500000
0,123922000,571014000,-262071000,116590000,-5655000,USD,286000000,,,10-K/A,1999-01-30,0,1999,,,-360697000,2046494000,,2000-02-17,LB,-185021000
0,-53049000,586326000,-808205000,-67638000,31079000,USD,272443000,,,10K,2000-01-30,0,2000,,,-336654000,460759000,,2000-04-25,LB,168830000
0,887000000,795000000,52000000,0,72000000,USD,276000000,,,10K,2003-02-01,0,2003,,,-1942000000,502000000,,2003-04-18,LB,-80000000
-157250000,1032000000,344250000,-218000000,1350000000,274000000,USD,147500000,,,10-Q,2018-05-05,1,2019,,,4542000000,48000000,,2018-06-07,LB,-152250000
-121000000,853000000,235000000,-397000000,1329000000,283000000,USD,150000000,,,10-Q,2019-08-03,2,2020,,,4509000000,38000000,,2019-09-06,LB,-131000000
-55000000,957000000,-342000000,-138000000,1491000000,229000000,USD,139000000,,,10-Q,2020-05-02,1,2021,,,4373000000,-297000000,,2020-06-03,LB,-60000000
-479000000,155000000,954000000,-562000000,-69000000,-119000000,USD,343000000,,,10-K,2009-01-31,0,2009,,,1448000000,220000000,,2009-03-27,LB,-240000000
-172750000,382000000,312000000,38500000,1115000000,175000000,USD,101750000,,,10-Q,2013-05-04,1,2014,,,3889000000,143000000,,2013-06-07,LB,-163750000
