accountsPayable,capitalSurplus,commonStock,currency,currentAssets,currentCash,currentLongTermDebt,filingType,fiscalDate,fiscalQuarter,fiscalYear,goodwill,intangibleAssets,inventory,longTermDebt,longTermInvestments,minorityInterest,netTangibleAssets,otherAssets,otherCurrentAssets,otherCurrentLiabilities,otherLiabilities,propertyPlantEquipment,receivables,reportDate,retainedEarnings,shareholderEquity,shortTermInvestments,symbol,totalAssets,totalCurrentLiabilities,totalLiabilities,treasuryStock
5229000000,,781100000,USD,13873000000,3789000000,0,10-K,2014-12-31,0,2014,0,0,1052000000,6838000000,42386000000,0,34959000000,1091000000,807000000,3015000000,3203000000,39730000000,4206000000,2015-02-23,36067000000,34959000000,807000000,OXY,56259000000,8244000000,21300000000,-8528000000
5520000000,,804100000,USD,11323000000,3393000000,0,10-K,2013-12-31,0,2013,0,0,1200000000,6939000000,58120000000,246000000,43126000000,840000000,1056000000,2914000000,3501000000,55821000000,5674000000,2014-03-03,41831000000,43126000000,1056000000,OXY,69443000000,8434000000,26317000000,-6095000000
4708000000,,809300000,USD,9492000000,1592000000,600000000,10-K,2012-12-31,0,2012,0,0,1344000000,7023000000,54718000000,32000000,40016000000,760000000,1640000000,1982000000,3810000000,52064000000,4916000000,2013-02-26,37990000000,40016000000,1640000000,OXY,64210000000,7290000000,24194000000,-5091000000
5304000000,,812100000,USD,11542000000,3781000000,0,10-K,2011-12-31,0,2011,0,0,1069000000,5871000000,48502000000,0,37620000000,746000000,1297000000,2643000000,3662000000,45684000000,5395000000,2012-02-23,35142000000,37620000000,1297000000,OXY,60044000000,7947000000,22424000000,-4502000000
4646000000,,812500000,USD,13059000000,2578000000,0,10-K,2010-12-31,0,2010,0,0,1041000000,5111000000,39373000000,0,32484000000,798000000,1547000000,3179000000,3452000000,36536000000,5032000000,2011-02-24,29868000000,32484000000,1547000000,OXY,52432000000,7825000000,19948000000,-4228000000
3379000000,,811300000,USD,8086000000,1230000000,239000000,10-K,2009-12-31,0,2009,0,0,1081000000,2557000000,36143000000,78000000,29081000000,766000000,1633000000,2474000000,3160000000,33645000000,4142000000,2010-02-25,26534000000,29081000000,1633000000,OXY,44229000000,6092000000,15148000000,-4161000000
3306000000,,817600000,USD,7172000000,1777000000,698000000,10-K,2008-12-31,0,2008,0,0,958000000,2049000000,34365000000,25000000,27300000000,836000000,1320000000,2130000000,3217000000,32266000000,3117000000,2009-02-24,24684000000,27300000000,1320000000,OXY,41537000000,6134000000,14237000000,-4121000000
4263000000,,834900000,USD,8595000000,1964000000,47000000,10-K,2007-12-31,0,2007,0,0,910000000,1741000000,27924000000,35000000,22823000000,863000000,748000000,1956000000,3156000000,26278000000,4973000000,2008-02-22,18819000000,22823000000,748000000,OXY,36519000000,6266000000,13696000000,-2610000000
2263000000,,852600000,USD,6006000000,1579000000,171000000,10-K,2006-12-31,0,2006,0,0,825000000,2619000000,26349000000,341000000,19184000000,689000000,755000000,2290000000,2966000000,24316000000,2825000000,2007-02-27,13919000000,19184000000,755000000,OXY,32355000000,4724000000,13171000000,-1481000000
2069000000,,806600000,USD,6574000000,2441000000,46000000,10-K,2005-12-31,0,2005,0,0,735000000,2873000000,19534000000,340000000,15032000000,791000000,827000000,2165000000,2621000000,17534000000,2571000000,2006-03-01,10425000000,15032000000,827000000,OXY,26108000000,4280000000,11076000000,-8000000
1557000000,,791200000,USD,4431000000,1449000000,459000000,10-K,2004-12-31,0,2004,0,0,545000000,3345000000,16960000000,327000000,10550000000,600000000,519000000,1407000000,2498000000,14633000000,1882000000,2005-03-01,5664000000,10550000000,519000000,OXY,21391000000,3423000000,10841000000,0
909000000,,767800000,USD,2474000000,683000000,476000000,10K,2003-12-31,0,2003,0,0,510000000,3993000000,15694000000,312000000,7929000000,534000000,457000000,1141000000,2407000000,14005000000,824000000,2004-03-01,3530000000,7929000000,457000000,OXY,18168000000,2526000000,10239000000,0
785000000,,752400000,USD,1873000000,146000000,206000000,10K,2002-12-31,0,2002,0,0,491000000,4452000000,14675000000,333000000,6318000000,583000000,478000000,1244000000,2228000000,13036000000,758000000,2003-03-04,2303000000,6318000000,478000000,OXY,16548000000,2235000000,10230000000,0
720000000,,744800000,USD,1483000000,199000000,54000000,10K,2001-12-31,0,2001,0,0,444000000,4528000000,16367000000,2224000000,5634000000,2516000000,480000000,1116000000,2471000000,12858000000,360000000,2002-03-13,1788000000,5634000000,480000000,OXY,17850000000,1890000000,12216000000,0
1091000000,,738000000,USD,2067000000,97000000,260000000,10K,2000-12-31,0,2000,0,0,485000000,5658000000,17347000000,2265000000,4774000000,2549000000,676000000,1389000000,2697000000,13471000000,809000000,2001-03-09,1007000000,4774000000,676000000,OXY,19414000000,2740000000,14640000000,0
812000000,,710800000,USD,1688000000,214000000,34000000,10K,1999-12-31,0,1999,0,0,503000000,4854000000,12437000000,252000000,3523000000,654000000,412000000,1121000000,2534000000,10029000000,559000000,2000-03-15,-286000000,3523000000,412000000,OXY,14125000000,1967000000,10602000000,0
613000000,,700340000,USD,2795000000,96000000,1430000000,10K,1998-12-31,0,1998,0,0,500000000,5367000000,12457000000,0,3120000000,593000000,1767000000,888000000,2766000000,9905000000,432000000,1999-03-12,-734000000,3363000000,1767000000,OXY,15252000000,2931000000,11889000000,0
3514000000,,901200000,USD,8142000000,1165000000,139000000,10-Q,2023-03-31,1,2023,0,0,2311000000,19645000000,63458000000,0,20429000000,1276000000,1394000000,3787000000,8834000000,58169000000,3272000000,2023-05-09,17318000000,29559000000,1394000000,OXY,71600000000,7440000000,42041000000,-14524000000
4029000000,,906900000,USD,8886000000,984000000,165000000,10-K,2022-12-31,4,2022,0,0,2059000000,19670000000,63723000000,0,20323000000,1260000000,1562000000,3563000000,8928000000,58384000000,4281000000,2023-02-27,16499000000,30085000000,1562000000,OXY,72609000000,7757000000,42524000000,-13772000000
3715000000,,922000000,USD,8749000000,1233000000,546000000,10-Q,2022-09-30,3,2022,0,0,1937000000,20478000000,63395000000,0,18958000000,1143000000,1533000000,3674000000,9091000000,58271000000,4046000000,2022-11-08,14888000000,28720000000,1533000000,OXY,72144000000,7935000000,43424000000,-13192000000
5197000000,,939200000,USD,10408000000,1362000000,459000000,10-Q,2022-06-30,2,2022,0,0,1564000000,21743000000,63813000000,0,18068000000,1191000000,1132000000,4074000000,9309000000,58573000000,6350000000,2022-08-02,12462000000,27830000000,1132000000,OXY,74221000000,9730000000,46391000000,-11391000000
4664000000,,936700000,USD,10058000000,1909000000,507000000,10-Q,2022-03-31,1,2022,0,0,1406000000,25865000000,64164000000,0,15145000000,1231000000,1309000000,3529000000,9386000000,59229000000,5434000000,2022-05-10,9032000000,24907000000,1309000000,OXY,74222000000,8700000000,49315000000,-10709000000
3899000000,,937300000,USD,10211000000,2764000000,186000000,10-K,2021-12-31,4,2021,0,0,1846000000,29431000000,64825000000,0,10565000000,1231000000,1297000000,4239000000,9330000000,59930000000,4208000000,2022-02-24,4480000000,20327000000,1297000000,OXY,75036000000,8324000000,54709000000,-10673000000
3713000000,,935400000,USD,9899000000,2059000000,780000000,10-Q,2021-09-30,3,2021,0,0,1773000000,30915000000,65859000000,0,9111000000,1130000000,1272000000,4633000000,9426000000,60644000000,3477000000,2021-11-04,3152000000,18873000000,1272000000,OXY,75758000000,9126000000,56885000000,-10668000000
3544000000,,934200000,USD,12844000000,4569000000,651000000,10-Q,2021-06-30,2,2021,0,0,1837000000,35352000000,67093000000,0,8482000000,1121000000,1196000000,5391000000,9364000000,61846000000,3288000000,2021-08-03,2533000000,18244000000,1196000000,OXY,79937000000,9586000000,61693000000,-10668000000
3416000000,,933100000,USD,10074000000,2270000000,559000000,10-Q,2021-03-31,1,2021,0,0,2173000000,35466000000,69281000000,0,8538000000,1089000000,1153000000,4656000000,9389000000,64073000000,3046000000,2021-05-10,2639000000,18300000000,1153000000,OXY,79355000000,8631000000,61055000000,-10668000000
2987000000,,933300000,USD,8819000000,2008000000,440000000,10-K,2020-12-31,4,2020,0,0,1898000000,35745000000,71245000000,0,8811000000,1044000000,1195000000,4796000000,9769000000,65889000000,2115000000,2021-02-26,2996000000,18573000000,1195000000,OXY,80064000000,8223000000,61491000000,-10665000000
2682000000,,929300000,USD,10694000000,1896000000,2558000000,10-Q,2020-09-30,3,2020,0,0,1660000000,35899000000,73740000000,0,10098000000,998000000,1445000000,5260000000,9881000000,68421000000,2083000000,2020-11-09,4317000000,19860000000,1445000000,OXY,84434000000,10500000000,64574000000,-10657000000
3034000000,,915500000,USD,8437000000,1011000000,2460000000,10-Q,2020-06-30,2,2020,0,0,1477000000,36034000000,81015000000,0,13584000000,1154000000,2054000000,4425000000,11526000000,72604000000,2359000000,2020-08-10,8105000000,23346000000,2054000000,OXY,89452000000,9919000000,66106000000,-10657000000
3845000000,,896700000,USD,14109000000,2021000000,2464000000,10-Q,2020-03-31,1,2020,0,0,1436000000,36058000000,87534000000,0,21533000000,1218000000,2220000000,5654000000,12156000000,79073000000,2458000000,2020-05-06,17229000000,31295000000,2220000000,OXY,101643000000,11963000000,70348000000,-10653000000
7017000000,,895100000,USD,18681000000,3032000000,51000000,10-K,2019-12-31,4,2019,0,0,1447000000,38537000000,90649000000,0,24470000000,2406000000,1323000000,7881000000,11041000000,80469000000,6373000000,2020-02-28,20180000000,34232000000,1323000000,OXY,109330000000,14949000000,75098000000,-10653000000
6789000000,,845700000,USD,20944000000,4840000000,31000000,10-Q,2019-09-30,3,2019,6074000000,2387000000,1601000000,47583000000,104499000000,4925000000,17857000000,1155000000,1750000000,8877000000,20482000000,90121000000,5854000000,2019-11-04,22227000000,36080000000,1750000000,OXY,125443000000,15697000000,89363000000,-10653000000
5445000000,,748300000,USD,9425000000,1751000000,116000000,10-Q,2019-06-30,2,2019,0,0,1582000000,10155000000,35345000000,0,21347000000,772000000,819000000,2319000000,4943000000,32115000000,5273000000,2019-07-31,23848000000,21347000000,819000000,OXY,44770000000,7880000000,23423000000,-10653000000
5261000000,,748900000,USD,9270000000,1752000000,116000000,10-Q,2019-03-31,1,2019,0,0,1484000000,10203000000,35110000000,0,21236000000,801000000,724000000,2160000000,4939000000,31900000000,5310000000,2019-05-06,23795000000,21236000000,724000000,OXY,44380000000,7537000000,23144000000,-10653000000
4885000000,,753800000,USD,9932000000,3033000000,116000000,10-K,2018-12-31,4,2018,0,0,1260000000,10201000000,33922000000,0,21330000000,805000000,746000000,2411000000,4004000000,31437000000,4893000000,2019-02-21,23750000000,21330000000,746000000,OXY,43854000000,7412000000,22524000000,-10473000000
5443000000,,761700000,USD,11112000000,2954000000,116000000,10-Q,2018-09-30,3,2018,0,0,1009000000,10198000000,33845000000,4000000,21489000000,1122000000,1149000000,2813000000,4894000000,31155000000,6000000000,2018-11-05,23635000000,21489000000,1149000000,OXY,44957000000,8372000000,23468000000,-10162000000
5412000000,,765700000,USD,10990000000,1362000000,0,10-Q,2018-06-30,2,2018,0,0,1347000000,10312000000,33077000000,0,20931000000,1094000000,1096000000,2666000000,4746000000,30432000000,5521000000,2018-08-08,22361000000,20931000000,1096000000,OXY,44067000000,8078000000,23136000000,-9268000000
5059000000,,765600000,USD,8894000000,1606000000,0,10-Q,2018-03-31,1,2018,0,0,1057000000,10309000000,33914000000,0,20722000000,1061000000,712000000,2011000000,4707000000,31344000000,5184000000,2018-05-08,22107000000,20722000000,712000000,OXY,42808000000,7070000000,22086000000,-9168000000
4408000000,,765600000,USD,8270000000,1672000000,500000000,10-K,2017-12-31,4,2017,0,0,1246000000,9328000000,33756000000,0,20572000000,1067000000,733000000,2492000000,4145000000,31174000000,4145000000,2018-02-23,21935000000,20572000000,733000000,OXY,42026000000,7400000000,21454000000,-9168000000
3734000000,,765500000,USD,7045000000,1806000000,500000000,10-Q,2017-09-30,3,2017,0,0,1007000000,9326000000,34398000000,0,20669000000,807000000,483000000,2128000000,5086000000,32065000000,3749000000,2017-11-01,22032000000,20669000000,483000000,OXY,41443000000,6362000000,20774000000,-9154000000
3825000000,,764900000,USD,8075000000,2218000000,500000000,10-Q,2017-06-30,2,2017,0,0,920000000,9324000000,33907000000,0,21037000000,869000000,466000000,2066000000,5230000000,31466000000,3913000000,2017-08-02,22435000000,21037000000,466000000,OXY,41982000000,6391000000,20945000000,-9149000000
4071000000,,764400000,USD,8238000000,1494000000,500000000,10-Q,2017-03-31,1,2017,0,0,1005000000,9322000000,34227000000,0,21079000000,786000000,1261000000,2281000000,5212000000,32005000000,4316000000,2017-05-04,22513000000,21079000000,1261000000,OXY,42465000000,6852000000,21386000000,-9143000000
3926000000,,764200000,USD,8428000000,2233000000,0,10-K,2016-12-31,4,2016,0,0,866000000,9819000000,34681000000,0,21497000000,943000000,1340000000,2436000000,4299000000,32337000000,3989000000,2017-02-23,22981000000,21497000000,1340000000,OXY,43109000000,6362000000,21612000000,-9143000000
3392000000,,764000000,USD,8711000000,3180000000,0,10-Q,2016-09-30,3,2016,0,0,927000000,8333000000,32919000000,0,22296000000,1080000000,1083000000,2296000000,5313000000,30419000000,3521000000,2016-11-01,23836000000,22296000000,1083000000,OXY,41630000000,5688000000,19334000000,-9143000000
3126000000,,763600000,USD,8972000000,3751000000,0,10-Q,2016-06-30,2,2016,0,0,906000000,8331000000,33423000000,0,23101000000,1025000000,1202000000,2141000000,5696000000,31038000000,3113000000,2016-08-03,24661000000,23101000000,1202000000,OXY,42395000000,5267000000,19294000000,-9136000000
2801000000,,763400000,USD,8237000000,3176000000,2000000000,10-Q,2016-03-31,1,2016,0,0,997000000,5608000000,33781000000,0,23789000000,975000000,1284000000,2025000000,5795000000,31505000000,2780000000,2016-05-05,25375000000,23789000000,1284000000,OXY,42018000000,6826000000,18229000000,-9128000000
3069000000,,763100000,USD,9402000000,3201000000,1450000000,10-K,2015-12-31,4,2015,0,0,986000000,6883000000,34035000000,0,24350000000,962000000,911000000,2323000000,4039000000,31639000000,2970000000,2016-02-26,25960000000,24350000000,911000000,OXY,43437000000,6842000000,19087000000,-9121000000
3727000000,,763300000,USD,10540000000,2547000000,1450000000,10-Q,2015-09-30,3,2015,0,0,1122000000,6882000000,39549000000,0,29882000000,1100000000,890000000,2256000000,5892000000,36835000000,3507000000,2015-10-30,31712000000,29882000000,890000000,OXY,50089000000,7433000000,20207000000,-9113000000
4145000000,,766400000,USD,11008000000,2756000000,1450000000,10-Q,2015-06-30,2,2015,0,0,1120000000,6880000000,43361000000,0,33302000000,1121000000,777000000,2230000000,6362000000,40478000000,3973000000,2015-08-04,34896000000,33302000000,777000000,OXY,54369000000,7825000000,21067000000,-9107000000
3867000000,,769600000,USD,10434000000,2153000000,700000000,10-Q,2015-03-31,1,2015,0,0,1133000000,6139000000,42955000000,0,34164000000,1081000000,815000000,2348000000,6171000000,40109000000,3068000000,2015-05-06,35294000000,34164000000,815000000,OXY,53389000000,6915000000,19225000000,-8734000000
5229000000,,773100000,USD,13873000000,3789000000,0,10-K,2014-12-31,4,2014,0,0,1052000000,6838000000,42386000000,0,34959000000,1091000000,807000000,3015000000,3203000000,39730000000,4206000000,2015-02-23,36067000000,34959000000,807000000,OXY,56259000000,8244000000,21300000000,-8528000000
5511000000,,777400000,USD,10507000000,2897000000,1599000000,10-Q,2014-09-30,3,2014,0,0,1359000000,6837000000,61003000000,606000000,43479000000,994000000,1291000000,2411000000,11067000000,58465000000,4960000000,2014-10-31,44166000000,43479000000,1291000000,OXY,71510000000,9521000000,28031000000,-8146000000
6097000000,,782600000,USD,10786000000,2391000000,0,10-Q,2014-06-30,2,2014,0,0,1323000000,6835000000,59507000000,523000000,43289000000,826000000,1246000000,2772000000,10777000000,57134000000,5826000000,2014-08-05,43519000000,43289000000,1246000000,OXY,70293000000,8869000000,27004000000,-7681000000
5423000000,,791300000,USD,10899000000,2332000000,0,10-Q,2014-03-31,1,2014,0,0,1308000000,6877000000,58376000000,371000000,42998000000,821000000,1201000000,2767000000,10839000000,56044000000,5233000000,2014-05-05,42652000000,42998000000,1201000000,OXY,69275000000,8190000000,26277000000,-7079000000
5520000000,,801700000,USD,11323000000,3393000000,0,10-K,2013-12-31,4,2013,0,0,1200000000,6939000000,58120000000,246000000,43126000000,840000000,1056000000,2914000000,3501000000,55821000000,5674000000,2014-03-03,41831000000,43126000000,1056000000,OXY,69443000000,8434000000,26317000000,-6095000000
5671000000,,805100000,USD,11938000000,3771000000,600000000,10-Q,2013-09-30,3,2013,0,0,1328000000,6961000000,57499000000,178000000,42790000000,759000000,1186000000,2571000000,10666000000,55027000000,5653000000,2013-10-30,40700000000,42790000000,1186000000,OXY,69437000000,8842000000,26647000000,-5148000000
5274000000,,804900000,USD,10859000000,3069000000,600000000,10-Q,2013-06-30,2,2013,0,0,1340000000,7026000000,56563000000,97000000,41753000000,806000000,1229000000,2360000000,10312000000,53949000000,5221000000,2013-08-05,39634000000,41753000000,1229000000,OXY,67422000000,8234000000,25669000000,-5113000000
4889000000,,804700000,USD,10154000000,2140000000,600000000,10-Q,2013-03-31,1,2013,0,0,1306000000,7024000000,55670000000,58000000,40882000000,772000000,1713000000,2297000000,10074000000,52981000000,4995000000,2013-05-01,38829000000,40882000000,1713000000,OXY,65824000000,7786000000,24942000000,-5091000000
4708000000,,806700000,USD,9492000000,1592000000,600000000,10-K,2012-12-31,4,2012,0,0,1344000000,7023000000,54718000000,32000000,40016000000,760000000,1640000000,1982000000,3810000000,52064000000,4916000000,2013-02-26,37990000000,40016000000,1640000000,OXY,64210000000,7290000000,24194000000,-5091000000
5504000000,,809700000,USD,11909000000,3760000000,0,10-Q,2012-09-30,3,2012,0,0,1297000000,7622000000,53716000000,0,40474000000,771000000,1498000000,2330000000,9695000000,50963000000,5354000000,2012-11-02,38089000000,40474000000,1498000000,OXY,65625000000,7834000000,25151000000,-4710000000
5453000000,,810300000,USD,12133000000,4410000000,0,10-Q,2012-06-30,2,2012,0,0,1499000000,7620000000,52150000000,0,39550000000,781000000,1265000000,2434000000,9226000000,49397000000,4959000000,2012-08-06,37152000000,39550000000,1265000000,OXY,64283000000,7887000000,24733000000,-4660000000
0,,51332000,USD,954534000,615659000,72847000,10-Q,2014-06-30,2,2014,1058363000,170130000,0,3863328000,6685077000,227156000,1454566000,443732000,101044000,490468000,302753000,4924162000,237831000,2014-08-08,16272000,2683059000,101044000,EQIX,7639611000,563315000,4956552000,-52938000
0,,49598000,USD,1086018000,817548000,72002000,10-Q,2014-03-31,1,2014,1047578000,176914000,0,4207369000,6644580000,126959000,1292514000,429615000,54910000,523154000,284108000,4766297000,213560000,2014-05-02,4944000,2517006000,54910000,EQIX,7730598000,595156000,5213592000,-131408000
30291000,,49789000,USD,888660000,631702000,70722000,10-K,2013-12-31,4,2013,1042153000,184182000,0,4087934000,6603699000,123902000,1232729000,141171000,35701000,445491000,205143000,4591650000,210605000,2014-02-28,-36443000,2459064000,35701000,EQIX,7492359000,546504000,5033295000,-84663000
0,,49555000,USD,1004774000,745780000,57164000,10-Q,2013-09-30,3,2013,1036179000,182345000,0,3989412000,6384270000,101059000,1234472000,342531000,59350000,525061000,263352000,4381020000,199644000,2013-11-12,-81630000,2452996000,59350000,EQIX,7389044000,582225000,4936048000,-35903000
0,,49379000,USD,1097609000,840956000,125622000,10-Q,2013-06-30,2,2013,1012102000,184740000,0,3816057000,5980240000,96614000,1115033000,304083000,55317000,481913000,245768000,4103344000,201336000,2013-07-26,-103205000,2311875000,55317000,EQIX,7077849000,607535000,4765974000,-36284000
0,,49029000,USD,2005857000,918308000,813654000,10-Q,2013-03-31,1,2013,1018777000,191935000,0,3710105000,5607076000,96891000,1131549000,212423000,58908000,452056000,197966000,3890190000,185163000,2013-04-26,-74547000,2342261000,58908000,EQIX,7612933000,1265710000,5270672000,-36309000
27659000,,48684000,USD,639751000,418705000,67366000,10-K,2012-12-31,4,2012,1042564000,201562000,0,2943381000,5493213000,84178000,1091147000,108906000,27462000,444264000,168551000,3918999000,176097000,2013-02-26,-110429000,2335273000,27462000,EQIX,6132964000,539289000,3797691000,-36676000
0,,48361000,USD,725186000,404474000,64185000,10-Q,2012-09-30,3,2012,1043284000,200648000,0,2892344000,5265784000,78191000,989717000,115427000,69748000,548274000,174327000,3791063000,181973000,2012-11-06,-155287000,2233649000,69748000,EQIX,5990970000,612459000,3757321000,-36706000
0,,48016000,USD,1009592000,769561000,85769000,10-Q,2012-06-30,2,2012,863187000,138199000,0,2807704000,4715096000,75854000,1066235000,134411000,70219000,405390000,282350000,3525839000,169812000,2012-07-27,-184125000,2067621000,70219000,EQIX,5724688000,491159000,3657067000,-37166000
0,,46955000,USD,1174023000,916854000,336796000,10-Q,2012-03-31,1,2012,879914000,145350000,0,2745652000,4710322000,69071000,1035215000,131252000,98608000,381287000,291060000,3387369000,158561000,2012-04-27,-220572000,2060479000,98608000,EQIX,5884345000,718083000,3823866000,-99031000
115953000,,91569000,USD,3305255000,1906421000,161267000,10-K,2022-12-31,0,2022,5654217000,1897649000,0,14895937000,27005487000,-134000,3954100000,983271000,225290000,1561078000,414504000,16649534000,1087494000,2023-02-17,2964838000,11505966000,225290000,EQIX,30310742000,1838298000,18804776000,-71966000
84084000,,89772000,USD,2957101000,1536358000,180928000,10-K,2021-12-31,0,2021,5372071000,1935267000,0,13560389000,24961597000,-318000,3574744000,620293000,263204000,1340942000,423124000,15445775000,869156000,2022-02-18,2260493000,10882082000,263204000,EQIX,27918698000,1605954000,17036616000,-112208000
77705000,,87700000,USD,2609155000,1609401000,370158000,10-K,2020-12-31,0,2020,5472553000,2170945000,0,12090347000,24397686000,130000,2990490000,536861000,141934000,1576887000,658633000,14503084000,846685000,2021-02-19,1760302000,10633988000,141934000,EQIX,27006841000,2024750000,16372853000,-122118000
52232000,,84140000,USD,2872616000,1879939000,796066000,10-K,2019-12-31,0,2019,4781858000,2102389000,0,11029989000,21092999000,-224000,1956359000,475299000,137280000,1309565000,374546000,12152597000,848307000,2020-02-21,1391425000,8840606000,137280000,EQIX,23965615000,2157863000,15125009000,-144256000
96980000,,79779000,USD,1515682000,610706000,451972000,10-K,2018-12-31,0,2018,4836388000,2333296000,0,10880525000,18728956000,0,49595000,464401000,153114000,966119000,381914000,11026020000,740975000,2019-02-22,889948000,7219279000,153114000,EQIX,20244638000,1515071000,13025359000,-145161000
101744000,,76854000,USD,2249128000,1440788000,143196000,10-K,2017-12-31,0,2017,4411762000,2384972000,0,9937223000,16442329000,0,53056000,164454000,86350000,997794000,409423000,9394602000,695071000,2018-02-26,252689000,6849790000,86350000,EQIX,18691457000,1242734000,11841667000,-146320000
60211000,,70117000,USD,1467526000,751885000,168974000,10-K,2016-12-31,0,2016,2986064000,719231000,0,6590599000,11140845000,0,660534000,154284000,155520000,799510000,348907000,7199210000,545056000,2017-02-27,18584000,4365829000,155520000,EQIX,12608371000,1028695000,8242542000,-147559000
49892000,,57790000,USD,3259280000,2241713000,956478000,10-K,2015-12-31,0,2015,1063200000,224565000,0,5564542000,7097415000,0,1457621000,127306000,177025000,649984000,289789000,5606436000,327868000,2016-02-26,-108216000,2745386000,177025000,EQIX,10356695000,1656354000,7611309000,-7373000
30221000,,52359000,USD,1490943000,1140312000,80828000,10-K,2014-12-31,0,2014,1002129000,147527000,0,4598581000,6326490000,0,1120475000,118931000,59030000,532708000,235752000,4998270000,281965000,2015-03-02,-295990000,2270131000,59030000,EQIX,7817433000,643757000,5547302000,-11411000
30291000,,49438000,USD,888660000,631702000,70722000,10-K,2013-12-31,0,2013,1042153000,184182000,0,4087934000,6603699000,123902000,1232729000,141171000,35701000,445491000,205143000,4591650000,210605000,2014-02-28,-36443000,2459064000,35701000,EQIX,7492359000,546504000,5033295000,-84663000
27659000,,48004000,USD,639751000,418705000,67366000,10-K,2012-12-31,0,2012,1042564000,201562000,0,2943381000,5493213000,84178000,1091147000,108906000,27462000,444264000,168551000,3918999000,176097000,2013-02-26,-110429000,2335273000,27462000,EQIX,6132964000,539289000,3797691000,-36676000
23268000,,46956000,USD,1235757000,914544000,345297000,10-K,2011-12-31,0,2011,866495000,148635000,0,2753833000,4549567000,67601000,937082000,125362000,23822000,356689000,168429000,3225912000,166369000,2012-02-24,-255095000,1952212000,23822000,EQIX,5785324000,725254000,3833112000,-86666000
12585000,,43742000,USD,778048000,590033000,27966000,10-K,2010-12-31,0,2010,774365000,150945000,0,2020619000,3669961000,0,955205000,73937000,21325000,277564000,125043000,2650953000,127994000,2011-02-25,-349099000,1880515000,21325000,EQIX,4448009000,318115000,2567494000,0
14874000,,38488000,USD,727887000,594564000,65364000,10-K,2009-12-31,0,2009,381050000,51015000,0,1419605000,2310263000,0,750418000,52088000,12072000,235221000,94666000,1808115000,74429000,2010-02-22,-385980000,1182483000,12072000,EQIX,3038150000,315459000,1855667000,0
18325000,,36774000,USD,379511000,262319000,75703000,10-K,2008-12-31,0,2008,342829000,50918000,0,1165463000,2068755000,0,498968000,43980000,11416000,195965000,88012000,1488402000,69840000,2009-02-26,-427094000,892715000,11416000,EQIX,2448266000,289993000,1555551000,0
14816000,,32136000,USD,426761000,353934000,20389000,10-K,2007-12-31,0,2007,442926000,67207000,0,1085755000,1755107000,0,304299000,52288000,12738000,156257000,64264000,1162720000,60089000,2008-02-27,-558632000,814432000,12738000,EQIX,2181868000,191462000,1367436000,0
4515000,,28551000,USD,166261000,131394000,4127000,10-K,2006-12-31,0,2006,16919000,0,0,275718000,605571000,0,338109000,17170000,8003000,69711000,62733000,546395000,26864000,2007-02-28,0,355028000,8003000,EQIX,771832000,78353000,416804000,0
3337000,,23956000,USD,191712000,171372000,32711000,10-K,2005-12-31,0,2005,21654000,0,0,239744000,489285000,0,267019000,11358000,3103000,55375000,61157000,438790000,17237000,2006-03-16,0,288673000,3103000,EQIX,680997000,91423000,392324000,0
2835000,,17719000,USD,107082000,90437000,675000,10-K,2004-12-31,0,2004,22018000,0,0,156603000,394716000,0,251686000,11682000,4726000,28728000,39251000,343361000,11919000,2005-03-10,0,273706000,4726000,EQIX,501798000,32238000,228092000,0
0,,9604000,USD,86288000,72971000,14689000,10-K,2003-12-31,0,2003,21228000,0,0,83907000,378244000,0,298847000,11627000,3139000,23837000,22022000,343554000,10178000,2004-03-05,0,320077000,3139000,EQIX,464532000,38526000,144455000,0
0,,2990000,USD,63495000,41216000,7572000,10-K/A,2002-12-31,0,2002,0,24981000,0,147424000,428508000,0,259211000,11053000,11146000,38599000,14214000,390048000,9152000,2003-04-25,0,284194000,11146000,EQIX,492003000,46171000,207809000,0
0,,2458781.25,USD,103218000,87721000,7206000,10-K405,2001-12-31,0,2001,0,0,0,299226000,471836000,0,203521000,14922000,8541000,56123000,8978000,428917000,6909000,2002-03-25,0,203521000,8541000,EQIX,575054000,63329000,371533000,0
0,,1076906.25,USD,237976000,207210000,4426000,10-K,2000-12-31,0,2000,0,0,0,192414000,445509000,0,375116000,13848000,10373000,106873000,4656000,410274000,4925000,2001-03-27,0,375116000,10373000,EQIX,683485000,111299000,308369000,0
0,,128275000,USD,133767368000,0,6373589000,10-Q,2020-06-30,2,2020,4593112000,21208000,0,0,5769601000,0,10080785000,0,5657022000,117218275000,0,1155281000,0,2020-08-05,12919345000,15945105000,36293241000,MTB,139536969000,123591864000,123591864000,-5149118000
0,,129696000,USD,118805042000,0,6380615000,10-Q,2020-03-31,1,2020,4593112000,25121000,0,0,5772791000,0,9947561000,0,5671753000,102381424000,0,1154558000,0,2020-05-07,12837390000,15815794000,24748941000,MTB,124577833000,108762039000,108762039000,-5150999000
0,,131425000,USD,114109687000,0,7048549000,10-K,2019-12-31,4,2019,4593112000,29034000,0,0,5763070000,0,9844503000,0,5644050000,97107559000,0,1140924000,0,2020-02-20,12820916000,15716649000,22805084000,MTB,119872757000,104156108000,104156108000,-4822563000
