accountsPayable,capitalSurplus,commonStock,currency,currentAssets,currentCash,currentLongTermDebt,filingType,fiscalDate,fiscalQuarter,fiscalYear,goodwill,intangibleAssets,inventory,longTermDebt,longTermInvestments,minorityInterest,netTangibleAssets,otherAssets,otherCurrentAssets,otherCurrentLiabilities,otherLiabilities,propertyPlantEquipment,receivables,reportDate,retainedEarnings,shareholderEquity,shortTermInvestments,symbol,totalAssets,totalCurrentLiabilities,totalLiabilities,treasuryStock
29601000000,,256000000,USD,33497000000,3990000000,26000000,10-Q,2023-03-31,3,2023,0,6567000000,16620000000,4708000000,9880000000,2000000,-8787000000,951000000,1895000000,2876000000,8384000000,2362000000,10992000000,2023-05-04,-342000000,-2220000000,1895000000,CAH,43377000000,32503000000,45597000000,-4554000000
30083000000,,261000000,USD,34596000000,3654000000,577000000,10-Q,2022-12-31,2,2023,0,6618000000,17263000000,4685000000,9886000000,1000000,-8831000000,927000000,2258000000,2552000000,8797000000,2341000000,11421000000,2023-02-02,-560000000,-2213000000,2258000000,CAH,44482000000,33212000000,46695000000,-4254000000
28362000000,,271000000,USD,32696000000,3492000000,578000000,10-Q,2022-09-30,1,2023,0,7367000000,15891000000,4689000000,10691000000,1000000,-9148000000,985000000,2274000000,2619000000,8919000000,2339000000,11039000000,2022-11-04,-301000000,-1781000000,2274000000,CAH,43387000000,31559000000,45168000000,-3880000000
27128000000,,275000000,USD,32935000000,4717000000,580000000,10-K,2022-06-30,4,2022,0,7629000000,15636000000,4735000000,10943000000,3000000,-8338000000,953000000,2021000000,2842000000,9299000000,2361000000,10561000000,2022-08-11,-280000000,-709000000,2021000000,CAH,43878000000,30550000000,44587000000,-3128000000
24821000000,,275000000,USD,30884000000,2356000000,861000000,10-Q,2022-03-31,3,2022,0,8022000000,15493000000,4751000000,11227000000,4000000,-8719000000,907000000,2785000000,3033000000,9338000000,2298000000,10250000000,2022-05-05,-281000000,-697000000,2785000000,CAH,42111000000,28715000000,42808000000,-3100000000
24759000000,,279000000,USD,31847000000,3161000000,301000000,10-Q,2021-12-31,2,2022,0,8599000000,14941000000,5342000000,11833000000,4000000,-7601000000,913000000,4339000000,2669000000,9607000000,2321000000,9406000000,2022-02-03,1245000000,998000000,4339000000,CAH,43680000000,27729000000,42682000000,-2883000000
23408000000,,287000000,USD,29731000000,2463000000,301000000,10-Q,2021-09-30,1,2022,0,10005000000,14720000000,5353000000,13262000000,3000000,-8612000000,921000000,3243000000,2790000000,9745000000,2336000000,9305000000,2021-11-09,1335000000,1393000000,3243000000,CAH,42993000000,26499000000,41600000000,-2547000000
23700000000,,289000000,USD,31048000000,3407000000,871000000,10-K,2021-06-30,4,2021,0,10094000000,14594000000,5365000000,13405000000,3000000,-8303000000,951000000,2843000000,3053000000,9670000000,2360000000,9103000000,2021-08-16,1205000000,1791000000,2843000000,CAH,44453000000,27624000000,42662000000,-2186000000
22641000000,,292000000,USD,30362000000,3499000000,16000000,10-Q,2021-03-31,3,2021,0,10179000000,14329000000,6715000000,13512000000,4000000,-8389000000,1018000000,2715000000,2666000000,10042000000,2315000000,8727000000,2021-05-06,1233000000,1790000000,2715000000,CAH,43874000000,25323000000,42084000000,-2202000000
23235000000,,294000000,USD,30113000000,3737000000,13000000,10-Q,2020-12-31,2,2021,0,11102000000,14443000000,6720000000,14606000000,4000000,-9131000000,1118000000,3205000000,2502000000,10274000000,2386000000,8728000000,2021-02-05,1255000000,1971000000,3205000000,CAH,44719000000,25750000000,42748000000,-2009000000
21688000000,,293000000,USD,27030000000,2746000000,12000000,10-Q,2020-09-30,1,2021,0,11186000000,13439000000,6728000000,14697000000,3000000,-9764000000,1142000000,2208000000,2316000000,9558000000,2369000000,8637000000,2020-11-05,771000000,1422000000,2208000000,CAH,41727000000,24016000000,40305000000,-2022000000
21374000000,,292000000,USD,25940000000,2771000000,10000000,10-K,2020-06-30,4,2020,0,11275000000,13198000000,6765000000,14826000000,3000000,-9486000000,1185000000,1707000000,2231000000,8594000000,2366000000,8264000000,2020-08-13,1170000000,1789000000,1707000000,CAH,40766000000,23615000000,38977000000,-2066000000
21984000000,,292000000,USD,25848000000,2329000000,508000000,10-Q,2020-03-31,3,2020,0,11378000000,12808000000,6754000000,15300000000,3000000,-10175000000,1623000000,1692000000,2179000000,8517000000,2299000000,9019000000,2020-05-11,656000000,1203000000,1692000000,CAH,41148000000,24671000000,39945000000,-2086000000
21459000000,,292000000,USD,25736000000,1659000000,1192000000,10-Q,2019-12-31,2,2020,0,11523000000,13799000000,6742000000,15306000000,3000000,-10524000000,1482000000,1998000000,2239000000,8408000000,2301000000,8280000000,2020-02-06,449000000,999000000,1998000000,CAH,41042000000,24890000000,40043000000,-2099000000
19724000000,,296000000,USD,23715000000,1212000000,631000000,10-Q,2019-09-30,1,2020,0,11658000000,12458000000,7360000000,15464000000,3000000,-10758000000,1482000000,1855000000,2194000000,8367000000,2324000000,8190000000,2019-11-07,371000000,900000000,1855000000,CAH,39179000000,22549000000,38279000000,-2039000000
21535000000,,298000000,USD,25747000000,2531000000,452000000,10-K,2019-06-30,4,2019,0,11808000000,12822000000,7579000000,15216000000,2000000,-5480000000,1052000000,1946000000,2122000000,2945000000,2356000000,8448000000,2019-08-20,5434000000,6328000000,1946000000,CAH,40963000000,24109000000,34635000000,-1790000000
20517000000,,298000000,USD,25582000000,3438000000,1451000000,10-Q,2019-03-31,3,2019,0,11860000000,12622000000,7629000000,15227000000,2000000,-5630000000,1045000000,1643000000,1951000000,3029000000,2322000000,7879000000,2019-05-09,5386000000,6230000000,1643000000,CAH,40809000000,23919000000,34579000000,-1793000000
20610000000,,299000000,USD,25091000000,2182000000,1450000000,10-Q,2018-12-31,2,2019,0,11973000000,13037000000,7599000000,15371000000,0,-5930000000,1022000000,1940000000,1764000000,2996000000,2376000000,7932000000,2019-02-07,5233000000,6043000000,1940000000,CAH,40462000000,23824000000,34419000000,-1795000000
20236000000,,305000000,USD,24445000000,2045000000,1002000000,10-Q,2018-09-30,1,2019,0,12093000000,12481000000,7999000000,15566000000,0,-6180000000,643000000,1837000000,1819000000,3042000000,2436000000,8082000000,2018-11-08,5097000000,5913000000,1837000000,CAH,40011000000,23057000000,34098000000,-1678000000
19677000000,,308000000,USD,24553000000,1763000000,1001000000,10-K,2018-06-30,4,2018,0,12229000000,12308000000,8012000000,15398000000,12000000,-6170000000,682000000,1926000000,2215000000,2975000000,2487000000,7800000000,2018-08-22,4645000000,6059000000,1926000000,CAH,39951000000,22893000000,33892000000,-1224000000
18741000000,,313000000,USD,23513000000,2175000000,551000000,10-Q,2018-03-31,3,2018,0,14299000000,11962000000,9027000000,17518000000,13000000,-6762000000,698000000,1705000000,2135000000,3027000000,2521000000,7671000000,2018-05-09,5958000000,7537000000,1705000000,CAH,41031000000,21427000000,33494000000,-1126000000
19194000000,,315000000,USD,25188000000,1249000000,702000000,10-Q,2017-12-31,2,2018,0,14366000000,12087000000,9057000000,17717000000,33000000,-6767000000,804000000,1972000000,3229000000,3091000000,2547000000,7664000000,2018-02-08,5848000000,7599000000,1972000000,CAH,42905000000,23125000000,35306000000,-848000000
19202000000,,316000000,USD,23725000000,1181000000,935000000,10-Q,2017-09-30,1,2018,0,14926000000,12121000000,9068000000,18215000000,29000000,-8248000000,638000000,2041000000,2270000000,3758000000,2651000000,8382000000,2017-11-07,4943000000,6678000000,2041000000,CAH,41940000000,22407000000,35262000000,-853000000
17906000000,,314000000,USD,28345000000,6879000000,1327000000,10-K,2017-06-30,4,2017,0,9207000000,11301000000,9068000000,11767000000,138000000,-2399000000,681000000,2117000000,1988000000,2877000000,1879000000,8048000000,2017-08-10,4967000000,6808000000,2117000000,CAH,40112000000,21221000000,33304000000,-731000000
17535000000,,316000000,USD,22283000000,1368000000,607000000,10-Q,2017-03-31,3,2017,0,9287000000,11641000000,4854000000,11891000000,136000000,-2641000000,755000000,1769000000,1654000000,2742000000,1849000000,7505000000,2017-05-02,4842000000,6646000000,1769000000,CAH,34174000000,19796000000,27528000000,-744000000
18857000000,,318000000,USD,23153000000,1881000000,603000000,10-Q,2016-12-31,2,2017,0,9276000000,11915000000,4859000000,11868000000,133000000,-2953000000,736000000,1824000000,1554000000,2692000000,1856000000,7533000000,2017-02-07,4604000000,6323000000,1824000000,CAH,35021000000,21014000000,28698000000,0
17597000000,,320000000,USD,22283000000,2001000000,616000000,10-Q,2016-09-30,1,2017,0,9427000000,10917000000,4916000000,12123000000,135000000,-2915000000,873000000,1657000000,1788000000,2842000000,1823000000,7708000000,2016-11-02,6582000000,6512000000,1657000000,CAH,34406000000,20001000000,27894000000,-2912000000
17306000000,,323000000,USD,21956000000,2356000000,587000000,10-K,2016-06-30,4,2016,0,9426000000,10615000000,4952000000,12166000000,134000000,-2872000000,944000000,1580000000,1808000000,2781000000,1796000000,7405000000,2016-08-12,6419000000,6554000000,1580000000,CAH,34122000000,19701000000,27568000000,-2759000000
17340000000,,328000000,USD,22291000000,2598000000,351000000,10-Q,2016-03-31,3,2016,0,9150000000,10910000000,5195000000,11764000000,134000000,-2437000000,931000000,1491000000,1694000000,2628000000,1683000000,7292000000,2016-05-03,6231000000,6713000000,1491000000,CAH,34055000000,19385000000,27342000000,-2429000000
16919000000,,329000000,USD,21829000000,2324000000,354000000,10-Q,2015-12-31,2,2016,0,9113000000,11007000000,5171000000,11678000000,137000000,-2402000000,914000000,1518000000,1606000000,2609000000,1651000000,6980000000,2016-02-02,5972000000,6711000000,1518000000,CAH,33507000000,18879000000,26796000000,-2137000000
14868000000,,328000000,USD,21218000000,2974000000,319000000,10-Q,2015-09-30,1,2016,0,7564000000,9758000000,5231000000,10004000000,141000000,-1059000000,894000000,1490000000,2595000000,1563000000,1546000000,6996000000,2015-11-03,5774000000,6505000000,1490000000,CAH,31222000000,17782000000,24717000000,-2158000000
14368000000,,331000000,USD,21752000000,4616000000,281000000,10-K,2015-06-30,4,2015,0,6018000000,9211000000,5211000000,8390000000,0,238000000,866000000,1402000000,2594000000,1432000000,1506000000,6523000000,2015-08-13,5521000000,6256000000,1402000000,CAH,30142000000,17243000000,23886000000,-2245000000
13851000000,,330000000,USD,19631000000,3183000000,283000000,10-Q,2015-03-31,3,2015,0,6033000000,9163000000,3720000000,8257000000,0,336000000,817000000,1190000000,2261000000,1404000000,1407000000,6095000000,2015-05-05,5353000000,6369000000,1190000000,CAH,27888000000,16395000000,21519000000,-1923000000
13602000000,,331000000,USD,19155000000,2881000000,270000000,10-Q,2014-12-31,2,2015,0,5876000000,9408000000,3706000000,8093000000,0,224000000,802000000,1213000000,2158000000,1412000000,1415000000,5653000000,2015-02-03,5100000000,6100000000,1213000000,CAH,27248000000,16030000000,21148000000,-1970000000
11995000000,,336000000,USD,17538000000,2469000000,843000000,10-Q,2014-09-30,1,2015,0,5923000000,8069000000,3164000000,8173000000,0,333000000,816000000,1338000000,2058000000,1395000000,1434000000,5662000000,2014-11-05,4925000000,6256000000,1338000000,CAH,25711000000,14896000000,19455000000,-1663000000
12149000000,,340000000,USD,17939000000,2865000000,801000000,10-K,2014-06-30,4,2014,0,5870000000,8266000000,3171000000,8094000000,0,531000000,765000000,1428000000,2165000000,1346000000,1459000000,5380000000,2014-08-13,4774000000,6401000000,1428000000,CAH,26033000000,15115000000,19632000000,-1423000000
10919000000,,342000000,USD,16936000000,3041000000,241000000,10-Q,2014-03-31,3,2014,0,5593000000,8030000000,3679000000,7765000000,0,939000000,768000000,1053000000,1987000000,1343000000,1404000000,4812000000,2014-05-06,4657000000,6532000000,1053000000,CAH,24701000000,13147000000,18169000000,-1154000000
11221000000,,342000000,USD,17248000000,2741000000,255000000,10-Q,2013-12-31,2,2014,0,5556000000,8478000000,3679000000,7761000000,0,1033000000,798000000,1153000000,1886000000,1379000000,1407000000,4876000000,2014-02-06,4446000000,6589000000,1153000000,CAH,25009000000,13362000000,18420000000,-917000000
10442000000,,340000000,USD,16037000000,2753000000,190000000,10-Q,2013-09-30,1,2014,0,5570000000,7275000000,3693000000,7779000000,0,727000000,764000000,1111000000,1875000000,1319000000,1445000000,4898000000,2013-11-07,4273000000,6297000000,1111000000,CAH,23816000000,12507000000,17519000000,-1009000000
12295000000,,342000000,USD,17770000000,1901000000,168000000,10-K,2013-06-30,4,2013,0,5574000000,8373000000,3686000000,8049000000,0,401000000,986000000,1192000000,2127000000,1568000000,1489000000,6304000000,2013-08-20,4038000000,5975000000,1192000000,CAH,25819000000,14590000000,19844000000,-1084000000
12049000000,,341000000,USD,17927000000,2305000000,446000000,10-Q,2013-03-31,3,2013,0,6413000000,8328000000,3714000000,8796000000,0,417000000,913000000,878000000,1979000000,1705000000,1470000000,6416000000,2013-05-08,4742000000,6830000000,878000000,CAH,26723000000,14474000000,19893000000,-904000000
11796000000,,340000000,USD,17861000000,2255000000,474000000,10-Q,2012-12-31,2,2013,0,4428000000,8452000000,2423000000,6781000000,0,2114000000,878000000,996000000,1932000000,1475000000,1475000000,6158000000,2013-02-06,4491000000,6542000000,996000000,CAH,24642000000,14202000000,18100000000,-952000000
12215000000,,341000000,USD,18007000000,2440000000,471000000,10-Q,2012-09-30,1,2013,0,4441000000,8105000000,2408000000,6813000000,0,1840000000,861000000,1013000000,1983000000,1462000000,1511000000,6449000000,2012-11-09,4282000000,6281000000,1013000000,CAH,24820000000,14669000000,18539000000,-989000000
11726000000,,344900000,USD,17510000000,2274000000,476000000,10-K,2012-06-30,4,2012,0,4392000000,7864000000,2418000000,6750000000,0,1852000000,807000000,1017000000,1972000000,1424000000,1551000000,6355000000,2012-08-22,4093000000,6244000000,1017000000,CAH,24260000000,14174000000,18016000000,-816000000
12572500000,,345300000,USD,18070200000,2410400000,345500000,10-Q,2012-03-31,3,2012,0,4370800000,8220100000,2207900000,6571900000,0,1869300000,683700000,944300000,1928100000,1348000000,1517400000,6495400000,2012-05-08,3938800000,6240100000,944300000,CAH,24642100000,14846100000,18402000000,-691900000
12456700000,,345000000,USD,17779100000,1797700000,341800000,10-Q,2011-12-31,2,2012,0,4244300000,8888900000,2211400000,6484100000,0,1683400000,725700000,1097100000,1825200000,1500400000,1514100000,5995400000,2012-02-07,3679800000,5927700000,1097100000,CAH,24263200000,14623700000,18335500000,-707600000
11748900000,,344800000,USD,16723200000,2010600000,333100000,10-Q,2011-09-30,1,2012,0,4249300000,7497200000,2195000000,6459800000,0,1464600000,716500000,982800000,1714600000,1477500000,1494000000,6232600000,2011-11-04,3492600000,5713900000,982800000,CAH,23183000000,13796600000,17469100000,-725200000
27128000000,,279000000,USD,32935000000,4717000000,580000000,10-K,2022-06-30,0,2022,0,7629000000,15636000000,4735000000,10943000000,3000000,-8338000000,953000000,2021000000,2842000000,9299000000,2361000000,10561000000,2022-08-11,-280000000,-709000000,2021000000,CAH,43878000000,30550000000,44587000000,-3128000000
23700000000,,292000000,USD,31048000000,3407000000,871000000,10-K,2021-06-30,0,2021,0,10094000000,14594000000,5365000000,13405000000,3000000,-8303000000,951000000,2843000000,3053000000,9670000000,2360000000,9103000000,2021-08-16,1205000000,1791000000,2843000000,CAH,44453000000,27624000000,42662000000,-2186000000
21374000000,,293000000,USD,25940000000,2771000000,10000000,10-K,2020-06-30,0,2020,0,11275000000,13198000000,6765000000,14826000000,3000000,-9486000000,1185000000,1707000000,2231000000,8594000000,2366000000,8264000000,2020-08-13,1170000000,1789000000,1707000000,CAH,40766000000,23615000000,38977000000,-2066000000
21535000000,,300000000,USD,25747000000,2531000000,452000000,10-K,2019-06-30,0,2019,0,11808000000,12822000000,7579000000,15216000000,2000000,-5480000000,1052000000,1946000000,2122000000,2945000000,2356000000,8448000000,2019-08-20,5434000000,6328000000,1946000000,CAH,40963000000,24109000000,34635000000,-1790000000
19677000000,,313000000,USD,24553000000,1763000000,1001000000,10-K,2018-06-30,0,2018,0,12229000000,12308000000,8012000000,15398000000,12000000,-6170000000,682000000,1926000000,2215000000,2975000000,2487000000,7800000000,2018-08-22,4645000000,6059000000,1926000000,CAH,39951000000,22893000000,33892000000,-1224000000
17906000000,,317000000,USD,28345000000,6879000000,1327000000,10-K,2017-06-30,0,2017,0,9207000000,11301000000,9068000000,11767000000,138000000,-2399000000,681000000,2117000000,1988000000,2877000000,1879000000,8048000000,2017-08-10,4967000000,6808000000,2117000000,CAH,40112000000,21221000000,33304000000,-731000000
17306000000,,327000000,USD,21956000000,2356000000,587000000,10-K,2016-06-30,0,2016,0,9426000000,10615000000,4952000000,12166000000,134000000,-2872000000,944000000,1580000000,1808000000,2781000000,1796000000,7405000000,2016-08-12,6419000000,6554000000,1580000000,CAH,34122000000,19701000000,27568000000,-2759000000
14368000000,,332000000,USD,21752000000,4616000000,281000000,10-K,2015-06-30,0,2015,0,6018000000,9211000000,5211000000,8390000000,0,238000000,866000000,1402000000,2594000000,1432000000,1506000000,6523000000,2015-08-13,5521000000,6256000000,1402000000,CAH,30142000000,17243000000,23886000000,-2245000000
12149000000,,341000000,USD,17939000000,2865000000,801000000,10-K,2014-06-30,0,2014,0,5870000000,8266000000,3171000000,8094000000,0,531000000,765000000,1428000000,2165000000,1346000000,1459000000,5380000000,2014-08-13,4774000000,6401000000,1428000000,CAH,26033000000,15115000000,19632000000,-1423000000
12295000000,,341000000,USD,17770000000,1901000000,168000000,10-K,2013-06-30,0,2013,0,5574000000,8373000000,3686000000,8049000000,0,401000000,986000000,1192000000,2127000000,1568000000,1489000000,6304000000,2013-08-20,4038000000,5975000000,1192000000,CAH,25819000000,14590000000,19844000000,-1084000000
11726000000,,345000000,USD,17510000000,2274000000,476000000,10-K,2012-06-30,0,2012,0,4392000000,7864000000,2418000000,6750000000,0,1852000000,807000000,1017000000,1972000000,1424000000,1551000000,6355000000,2012-08-22,4093000000,6244000000,1017000000,CAH,24260000000,14174000000,18016000000,-816000000
11331500000,,348600000,USD,16315900000,1929300000,326700000,10-K,2011-06-30,0,2011,0,4259000000,7334200000,2175300000,6530000000,0,1589600000,758800000,896700000,1711300000,1452500000,1512200000,6155700000,2011-08-26,3331400000,5848600000,896700000,CAH,22845900000,13369500000,16997300000,-457700000
9494900000,,358800000,USD,14918900000,2755300000,233200000,10-K,2010-06-30,0,2010,0,2253200000,6355900000,1896100000,5071300000,0,3022900000,657800000,637100000,1809500000,1280400000,1468800000,5170600000,2010-08-26,2647200000,5276100000,637100000,CAH,19990200000,11537600000,14714100000,-331000000
9138000000,,357600000,USD,15799000000,1847500000,367300000,10-K,2009-06-30,0,2009,0,6095900000,7145500000,3280000000,9319800000,0,2628800000,1350900000,588800000,1894500000,1714300000,1873000000,6042500000,2009-08-27,5953900000,8724700000,588800000,CAH,25118800000,11399800000,16394100000,-343000000
8311800000,,358200000,USD,14184200000,1291300000,159000000,10-K,2008-06-30,0,2008,0,6225900000,6768800000,3687400000,9264000000,0,1521600000,1300900000,593100000,1905100000,1637400000,1737200000,5390600000,2008-08-27,5016200000,7747500000,593100000,CAH,23448200000,10375900000,15700700000,-480700000
9162200000,,394900000,USD,14544500000,1440800000,16000000,10-K,2007-06-30,0,2007,0,5860900000,7383200000,3457300000,8609300000,0,1516000000,1101400000,651300000,2281500000,859900000,1647000000,5069200000,2007-08-24,11539900000,7376900000,651300000,CAH,23153800000,11459700000,15776900000,-8215300000
9009300000,,421200000,USD,14776700000,1819300000,229200000,10-K,2006-06-30,0,2006,0,4992400000,7714200000,2599700000,8597400000,0,3498300000,1021000000,628900000,2134300000,910900000,2584000000,4401700000,2006-09-01,0,8490700000,628900000,CAH,23374100000,11372800000,14883400000,0
7618400000,,430500000,USD,13442700000,1511500000,307900000,10-K,2005-06-30,0,2005,0,5097400000,7380000000,2319900000,8616500000,0,3495600000,1035100000,862000000,2178700000,1041300000,2484000000,3689200000,2005-09-12,0,8593000000,862000000,CAH,22059200000,10105000000,13466200000,0
6432400000,,434400000,USD,13057900000,1096000000,860600000,10-K,2004-06-30,0,2004,0,4938800000,7471300000,2834700000,8311200000,0,3037500000,1008400000,795400000,2076400000,1188700000,2364000000,3634800000,2004-10-26,0,7976300000,795400000,CAH,21369100000,9369400000,13392800000,0
5288400000,,446000000,USD,13249600000,1724000000,228700000,10K,2003-06-30,0,2003,0,2332300000,7623300000,2471900000,5271800000,0,5425800000,850000000,776000000,1797300000,977000000,2089500000,2956200000,2003-09-29,0,7758100000,776000000,CAH,18521400000,7314400000,10763300000,0
5504500000,,450100000,USD,11906600000,1382000000,18200000,10K,2002-06-30,0,2002,0,1544100000,7361000000,2207000000,4531400000,0,4848900000,1092900000,649900000,1287700000,1027600000,1894400000,2513700000,2002-10-30,0,6393000000,649900000,CAH,16438000000,6810400000,10045000000,0
5319900000,,443200000,USD,10716300000,934100000,14200000,10K,2001-06-30,0,2001,0,1175400000,6286100000,1871000000,3926100000,0,4261700000,912400000,851100000,1240700000,759500000,1838300000,2645000000,2001-08-24,0,5437100000,851100000,CAH,14642400000,6574800000,9205300000,0
3030900000,,418650000,USD,6870600000,504600000,28400000,10K,2000-06-30,0,2000,0,961700000,3865300000,1485800000,3394300000,0,3019500000,805700000,636000000,1202200000,536400000,1626900000,1864700000,2000-09-06,0,3981200000,636000000,CAH,10264900000,4261500000,6283700000,0
2360800000,,407400000,USD,5146600000,165200000,40200000,10K,1999-06-30,0,1999,0,942100000,2931400000,1223900000,3142400000,0,2520900000,659800000,307200000,558000000,643100000,1540500000,1742800000,1999-09-02,0,3463000000,307200000,CAH,8289000000,2959000000,4826000000,0
1622392000,,246953250,USD,3228651000,304951000,30653000,10K,1998-06-30,0,1998,0,125095000,1895525000,272575000,732426000,0,1500103000,275928000,126526000,191074000,219185000,331403000,901649000,1998-09-01,0,1625198000,126526000,CAH,3961077000,1844119000,2335879000,0
14838000000,,1312000000,USD,65682000000,15723000000,1778000000,10-K,2022-12-31,0,2022,78150000000,24754000000,19090000000,50476000000,162593000000,300000000,-31889000000,7848000000,2685000000,53120000000,16068000000,12873000000,27276000000,2023-02-08,56145000000,71015000000,2685000000,CVS,228275000000,69736000000,157260000000,-31858000000
12544000000,,1319000000,USD,60008000000,12525000000,4205000000,10-K,2021-12-31,0,2021,79121000000,29026000000,17760000000,51971000000,172991000000,306000000,-33072000000,9801000000,5292000000,51058000000,13393000000,12896000000,24431000000,2022-02-09,54906000000,75075000000,5292000000,CVS,232999000000,67807000000,157924000000,-28173000000
11138000000,,1309000000,USD,56369000000,10854000000,5440000000,10-K,2020-12-31,0,2020,79552000000,31142000000,18496000000,59207000000,174346000000,312000000,-41305000000,9505000000,5277000000,45439000000,14239000000,12606000000,21742000000,2021-02-16,49640000000,69389000000,5277000000,CVS,230715000000,62017000000,161326000000,-28178000000
10492000000,,1301000000,USD,50302000000,8056000000,3781000000,10-K,2019-12-31,0,2019,79749000000,33121000000,17516000000,64699000000,172147000000,306000000,-49006000000,9059000000,5113000000,39030000000,14057000000,12044000000,19617000000,2020-02-18,45108000000,63864000000,5113000000,CVS,222449000000,53303000000,158585000000,-28235000000
8925000000,,1044000000,USD,45243000000,6581000000,1985000000,10-K,2018-12-31,0,2018,78678000000,36524000000,16450000000,71444000000,151213000000,318000000,-56977000000,8930000000,4581000000,33099000000,14783000000,11349000000,17631000000,2019-02-28,40911000000,58225000000,4581000000,CVS,196456000000,44009000000,138231000000,-28228000000
8863000000,,1020000000,USD,31229000000,1807000000,4821000000,10-K,2017-12-31,0,2017,38451000000,13630000000,15296000000,22181000000,63902000000,4000000,-14390000000,1529000000,945000000,16964000000,1611000000,10292000000,13181000000,2018-02-14,43556000000,37691000000,945000000,CVS,95131000000,30648000000,57440000000,-37765000000
7946000000,,1073000000,USD,31042000000,3458000000,1916000000,10-K,2016-12-31,0,2016,38249000000,13511000000,14760000000,25615000000,63420000000,4000000,-14930000000,1485000000,660000000,16388000000,1549000000,10175000000,12164000000,2017-02-09,38983000000,36830000000,660000000,CVS,94462000000,26250000000,57632000000,-33452000000
7490000000,,1118000000,USD,30378000000,2547000000,1197000000,10-K,2015-12-31,0,2015,38106000000,13878000000,14001000000,26267000000,63279000000,46000000,-14788000000,1440000000,722000000,14482000000,1542000000,9855000000,11888000000,2016-02-09,35506000000,37196000000,722000000,CVS,93657000000,23169000000,56461000000,-28886000000
6547000000,,1161000000,USD,25983000000,2515000000,1260000000,10-K,2014-12-31,0,2014,28142000000,9774000000,11930000000,11695000000,48269000000,5000000,42000000,1510000000,866000000,11220000000,1531000000,8843000000,9687000000,2015-02-10,31849000000,37958000000,866000000,CVS,74252000000,19027000000,36294000000,-24078000000
5548000000,,1217000000,USD,25325000000,4177000000,561000000,10-K,2013-12-31,0,2013,26542000000,9529000000,11045000000,12841000000,46201000000,0,1867000000,1515000000,472000000,9316000000,1421000000,8615000000,8729000000,2014-02-11,28493000000,37938000000,472000000,CVS,71526000000,15425000000,33588000000,-20169000000
5070000000,,1271000000,USD,19852000000,1380000000,695000000,10-K,2012-12-31,0,2012,26395000000,9753000000,10759000000,9133000000,46060000000,0,1556000000,1280000000,577000000,8025000000,1501000000,8632000000,6473000000,2013-02-15,25049000000,37704000000,577000000,CVS,65912000000,13790000000,28208000000,-16270000000
4370000000,,1338000000,USD,18594000000,1418000000,806000000,10-K,2011-12-31,0,2011,26458000000,9869000000,10046000000,9208000000,45949000000,30000000,1724000000,1155000000,580000000,6780000000,1445000000,8467000000,6047000000,2012-02-17,22090000000,38051000000,580000000,CVS,64543000000,11956000000,26492000000,-11953000000
4026000000,,1367000000,USD,17706000000,1431000000,1405000000,10-K,2010-12-31,0,2010,25669000000,9784000000,10695000000,8652000000,44463000000,34000000,2247000000,688000000,144000000,5639000000,1058000000,8322000000,4925000000,2011-02-18,19303000000,37700000000,144000000,CVS,62169000000,11070000000,24469000000,-9030000000
3560000000,,1434000000,USD,17537000000,1091000000,2419000000,10-K,2009-12-31,0,2009,25680000000,10127000000,10343000000,8756000000,44104000000,37000000,-39000000,374000000,140000000,6321000000,1102000000,7923000000,5457000000,2010-02-26,16355000000,35768000000,140000000,CVS,61641000000,12300000000,25873000000,-7610000000
3800700000,,1433500000,USD,16526200000,1352400000,3697400000,10-K,2008-12-31,0,2008,25493900000,10446200000,9152600000,8057200000,44433700000,0,-1557200000,368400000,201700000,5991800000,1136700000,8125200000,5384300000,2009-02-27,13097800000,34574400000,201700000,CVS,60959900000,13489900000,26385500000,-5812300000
3593000000,,1328200000,USD,14149400000,1084100000,2132200000,10-K,2007-12-29,0,2007,23922300000,10429600000,8008200000,8349700000,40572500000,0,-3233000000,367800000,148100000,5041100000,857900000,5852800000,4579600000,2008-02-27,10287000000,31321900000,148100000,CVS,54721900000,10766300000,23400000000,-5620400000
2863500000,,820600000,USD,10391500000,530700000,2187000000,10-K,2006-12-30,0,2006,3195200000,1318200000,7108900000,2870400000,10178300000,0,5190900000,240500000,100200000,1950200000,781100000,5333600000,2377400000,2007-02-27,0,9917600000,100200000,CVS,20569800000,7000700000,10652200000,0
2467500000,,811400000,USD,8392700000,513400000,595000000,10-K,2005-12-31,0,2005,1789900000,802200000,5719800000,1594100000,6890700000,0,5516500000,223500000,78800000,1521400000,774200000,3952600000,1839600000,2006-03-14,0,8331200000,78800000,CVS,15283400000,4583900000,6952200000,0
2275900000,,797200000,USD,7919500000,392300000,916200000,10-K,2005-01-01,0,2004,1898500000,867900000,5453900000,1925900000,6627300000,0,3992400000,217400000,66000000,1666700000,774900000,3505900000,1764200000,2005-03-16,0,6987200000,66000000,CVS,14546800000,4858800000,7559600000,0
1666400000,,788800000,USD,6496500000,843200000,323200000,10-K,2004-01-03,0,2003,889000000,403700000,4016500000,753100000,4046600000,0,4486400000,211800000,35100000,1499600000,237400000,2542100000,1349600000,2004-03-12,0,6021800000,35100000,CVS,10543100000,3489200000,4521300000,0
